EmailId,Sent,Subject,Sender,AnomalyType,AnomalyName,Recipient,RecipientType
462,17/01/2017 14:20:30,Sed maxime vel facilis non eligendi deleniti.,brain.nienow@tremblayhamill.org,3,Matter attachment to non-corporate domain,hilario.barrows@idirect.com,Bcc
467,16/01/2017 07:34:30,Repellendus ut sed eum aperiam.,shawna.grady@tremblayhamill.org,3,Matter attachment to non-corporate domain,alice.konopelski@gmail.com,Bcc
469,16/01/2017 19:03:41,Architecto rerum laborum nesciunt aut sequi consequatur rerum.,orpha.medhurst@tremblayhamill.org,3,Matter attachment to non-corporate domain,wyatt.dickens@gmail.com,Bcc
470,18/01/2017 04:38:36,Qui molestiae qui architecto itaque.,nedra.pfeffer@tremblayhamill.org,3,Matter attachment to non-corporate domain,margarett.beatty@gmail.com,Bcc
476,15/01/2017 01:42:05,Eos est quia a omnis occaecati repellat.,nedra.pfeffer@tremblayhamill.org,3,Matter attachment to non-corporate domain,bud.nienow@mail2samantha.com,Bcc
480,16/01/2017 04:54:35,Doloremque tempora voluptatem velit sequi in.,uriah.schoen@tremblayhamill.org,3,Matter attachment to non-corporate domain,guillermo.lehner@gmail.com,Bcc
487,18/01/2017 20:14:34,Magnam recusandae dolore mollitia accusamus.,nedra.pfeffer@tremblayhamill.org,3,Matter attachment to non-corporate domain,ernie.harber@gmail.com,Bcc
488,16/01/2017 08:44:31,Ut delectus reiciendis pariatur aut.,araceli.bode@tremblayhamill.org,3,Matter attachment to non-corporate domain,eino.stehr@gmail.com,Bcc
491,17/01/2017 12:12:36,Ut repellendus laboriosam vitae et iusto.,josh.walsh@tremblayhamill.org,3,Matter attachment to non-corporate domain,elmira.hilpert@gmail.com,Bcc
494,15/01/2017 14:36:43,Beatae ut quia et illo velit officia beatae aut et.,uriah.schoen@tremblayhamill.org,3,Matter attachment to non-corporate domain,jeromy.kunde@personales.com,Bcc
499,15/01/2017 03:30:07,Adipisci iste est et dolorum nam quibusdam eligendi hic dicta.,brain.nienow@tremblayhamill.org,3,Matter attachment to non-corporate domain,mortimer.greenholt@gmail.com,Bcc
